Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,Rate,K,Compression Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,52,1,0.1,2.6255e-05,2.234e-05,1.3837423129579e-33,4312,5036,1.80411241501588e-16,0.0999573603041505,0.0999573603041507
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,53,1,0.1,2.693e-05,2.2805e-05,2.9320992409537e-34,4312,5132,1.35308431126191e-16,-0.0157745694143249,-0.015774569414325
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,54,1,0.1,2.645e-05,2.333e-05,8.95320179283924e-35,4312,5228,4.85722573273506e-17,-0.0157745694143249,-0.0157745694143248
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,55,1,0.1,2.725e-05,2.3615e-05,2.33607366293349e-35,4312,5324,2.77555756156289e-17,-0.0157745694143249,-0.0157745694143249
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,56,1,0.1,2.801e-05,2.384e-05,3.80212584594441e-36,4312,5420,1.38777878078145e-17,0.0932039085967226,0.0932039085967226
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,57,1,0.1,2.7755e-05,2.4265e-05,3.62965230967203e-37,4312,5516,6.93889390390723e-18,-0.0157745694143249,-0.0157745694143249
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,58,1,0.1,2.862e-05,2.4325e-05,1.42434639584736e-37,4312,5612,6.93889390390723e-18,-0.0157745694143249,-0.0157745694143249
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,59,1,0.1,3.018e-05,2.719e-05,9.77170570622099e-39,4312,5708,1.73472347597681e-18,0.0141120008059867,0.0141120008059867
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,60,1,0.1,2.981e-05,2.549e-05,2.79152647319578e-39,4312,5804,8.67361737988404e-19,0.004158066243329,0.004158066243329
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,61,1,0.1,2.9535e-05,2.6005e-05,0,4312,5900,0,0,0
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,62,1,0.1,2.965e-05,2.5575e-05,0,4312,5996,0,0,0
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,63,1,0.1,4.156e-05,3.31e-05,0,4312,6092,0,0,0
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,64,1,0.1,4.6155e-05,3.5695e-05,0,4312,6188,0,0,0
SVD,11,7,7,1,0.1,0,0.1,0.1,0.4,1,1,0.1,0.00109217,0.000140065,0.000573389742352621,4312,712,0.0729103713817655,-0.0756802495307928,-0.00276987814902729
